corpus_id,paper_id,paper_version,claim_id,claim_uid,status,level,claim,locked_value,source_lock_path,source_lock_sha256,guardrail_class,release_note,source_package
BPB_MBE_HAL_v1_candidate,Paper_II,v0.4.1,P2.D3.03,P2.D3.03::outputs/paperII_D3/paperII_D3_claim_source_lock.csv,SOURCE_LOCKED,EG_SUPPORT,The E_G auto/cross amplitude diagnostic supports the closure without defining it.,T8 fraction=0.397990327336; rel_delta=-1.411392%; chi2pt=0.226490,outputs/paperII_D3/paperII_D3_claim_source_lock.csv,b8082d7cb13e1fdef9e67669a20f1a0c99a171b0dbbaba66d664ab1639e4f4a7,,,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_v1_candidate,Paper_II,v0.4.1,P2.D3.04,P2.D3.04::outputs/paperII_D3/paperII_D3_claim_source_lock.csv,SOURCE_LOCKED,T1_SUPPORT,Fixing r_Wdelta=sqrt(a_bg) is indistinguishable from the free r diagnostic at T1 level.,delta_chi2=0.008545000000; r_free-sqrt(a_bg)=-0.004499675415,outputs/paperII_D3/paperII_D3_claim_source_lock.csv,b8082d7cb13e1fdef9e67669a20f1a0c99a171b0dbbaba66d664ab1639e4f4a7,,,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_v1_candidate,Paper_II,v0.4.1,P2.D3.05,P2.D3.05::outputs/paperII_D3/paperII_D3_claim_source_lock.csv,SOURCE_LOCKED,GUARDRAIL,The beta-only shortcut y_t^2(1-a)=a^3 is not the D3 closure.,a_beta_only=0.381766887477; rel_delta=-5.430199%,outputs/paperII_D3/paperII_D3_claim_source_lock.csv,b8082d7cb13e1fdef9e67669a20f1a0c99a171b0dbbaba66d664ab1639e4f4a7,GUARDRAIL,,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_v1_candidate,Paper_II,v0.4.1,P2.D3B.01,P2.D3B.01::outputs/paperII_D3/paperII_D3b_claim_source_lock.csv,SOURCE_LOCKED,MECHANISM,The s0-weighted HR scalar-projector condition predicts a_bg at sub-percent level.,rounded_rel=0.532556%; exact_rel=0.680002%,outputs/paperII_D3/paperII_D3b_claim_source_lock.csv,ed5b461630b16c5e7b1812960a6e822168195df6dc78ee7937eee597a34d898c,,,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_v1_candidate,Paper_II,v0.4.1,P2.D3B.02,P2.D3B.02::outputs/paperII_D3/paperII_D3b_claim_source_lock.csv,SOURCE_LOCKED,GUARDRAIL,The s0-weighted condition is not an exact identity for the locked a_bg.,C_req=1.225804623818; s0_req=0.815790690107,outputs/paperII_D3/paperII_D3b_claim_source_lock.csv,ed5b461630b16c5e7b1812960a6e822168195df6dc78ee7937eee597a34d898c,GUARDRAIL,,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_v1_candidate,Paper_II,v0.4.1,P2.D3B.03,P2.D3B.03::outputs/paperII_D3/paperII_D3b_claim_source_lock.csv,SOURCE_LOCKED,COMPARISON,The s0-weighted condition improves strongly over the beta-only shortcut.,beta_only_rel=-5.430199%; exact_s0_rel=0.680002%,outputs/paperII_D3/paperII_D3b_claim_source_lock.csv,ed5b461630b16c5e7b1812960a6e822168195df6dc78ee7937eee597a34d898c,,,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_v1_candidate,Paper_II,v0.4.1,P2.D5.01,P2.D5.01::outputs/paperII_D5/paperII_D5A8_claim_source_lock.csv,SOURCE_LOCKED,GUARDRAIL,Global r_Wdelta does not close the amplitude gap.,See A4/A5/A6 chain.,outputs/paperII_D5/paperII_D5A8_claim_source_lock.csv,88b3db7d7be387357b4d7a6f9af5ff9cf176fcddc5ed9416f11e74545f357186,GUARDRAIL,,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_v1_candidate,Paper_II,v0.4.1,P2.D5.02,P2.D5.02::outputs/paperII_D5/paperII_D5A8_claim_source_lock.csv,SOURCE_LOCKED,DIAGNOSTIC,The missing amplitude is row-dependent.,median scale=0.933557277247; top5 fraction=0.807875467107,outputs/paperII_D5/paperII_D5A8_claim_source_lock.csv,88b3db7d7be387357b4d7a6f9af5ff9cf176fcddc5ed9416f11e74545f357186,,,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_v1_candidate,Paper_II,v0.4.1,P2.D5.03,P2.D5.03::outputs/paperII_D5/paperII_D5A8_claim_source_lock.csv,SOURCE_LOCKED,COMPRESSED_VALIDATION,A6 source-only LOO kernel recovers most of the clean-to-archive gap.,recovered=0.778483388989; dchi2=-4309.44966114,outputs/paperII_D5/paperII_D5A8_claim_source_lock.csv,88b3db7d7be387357b4d7a6f9af5ff9cf176fcddc5ed9416f11e74545f357186,,,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_v1_candidate,Paper_II,v0.4.1,P2.D5.04,P2.D5.04::outputs/paperII_D5/paperII_D5A8_claim_source_lock.csv,SOURCE_LOCKED,ROBUSTNESS,"A6b passes name recovery, leakage guard, and resampling audit.",kfold median recovered=0.790380264933,outputs/paperII_D5/paperII_D5A8_claim_source_lock.csv,88b3db7d7be387357b4d7a6f9af5ff9cf176fcddc5ed9416f11e74545f357186,,,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_v1_candidate,Paper_II,v0.4.1,P2.D5.05,P2.D5.05::outputs/paperII_D5/paperII_D5A8_claim_source_lock.csv,SOURCE_LOCKED,RAW_VALIDATION,A7 validates the primary A6 kernel in raw point-level SPARC RC.,recovered=0.773245496307; dchi2=-4302.45576787; delta_archive=302.773824138,outputs/paperII_D5/paperII_D5A8_claim_source_lock.csv,88b3db7d7be387357b4d7a6f9af5ff9cf176fcddc5ed9416f11e74545f357186,,,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_v1_candidate,Paper_II,v0.4.1,P2.D5.06,P2.D5.06::outputs/paperII_D5/paperII_D5A8_claim_source_lock.csv,SOURCE_LOCKED,RAW_CONTROL,A7 c200-only source-side control also passes raw RC validation.,recovered=0.777719560161; dchi2=-4308.42975912,outputs/paperII_D5/paperII_D5A8_claim_source_lock.csv,88b3db7d7be387357b4d7a6f9af5ff9cf176fcddc5ed9416f11e74545f357186,,,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_v1_candidate,Paper_II,v0.4.1,P2.D5.07,P2.D5.07::outputs/paperII_D5/paperII_D5A8_claim_source_lock.csv,SOURCE_LOCKED,WORDING_GUARDRAIL,Do not claim exact archive or oracle recovery.,primary delta archive=302.773824138; delta oracle=311.108489153,outputs/paperII_D5/paperII_D5A8_claim_source_lock.csv,88b3db7d7be387357b4d7a6f9af5ff9cf176fcddc5ed9416f11e74545f357186,GUARDRAIL,,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_v1_candidate,Paper_II,v0.4.1,P2.D6.01,P2.D6.01::outputs/paperII_D5/paperII_D6_claim_source_lock.csv,SOURCE_LOCKED,NULL_TEST,The A6 raw-RC kernel beats a source-feature permutation null.,p_perm=0.00019996; z=0.100; null_p95=0.199844; real_raw=0.773245,outputs/paperII_D5/paperII_D6_claim_source_lock.csv,cb2d7bf1b6d03a59dd65788352c3c3250565e6e0d414fa44f29060bd8180c117,,,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_v1_candidate,Paper_II,v0.4.1,P2.D6.02,P2.D6.02::outputs/paperII_D5/paperII_D6_claim_source_lock.csv,SOURCE_LOCKED,ROBUSTNESS,The D5 raw-RC amplitude result is not only a single top-galaxy effect.,remove_top1:rec=0.832030; remove_top3:rec=0.746563; remove_top5:rec=0.580735; remove_top10:rec=0.796819,outputs/paperII_D5/paperII_D6_claim_source_lock.csv,cb2d7bf1b6d03a59dd65788352c3c3250565e6e0d414fa44f29060bd8180c117,GUARDRAIL,,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_v1_candidate,Paper_II,v0.4.1,P2.D6.03,P2.D6.03::outputs/paperII_D5/paperII_D6_claim_source_lock.csv,SOURCE_LOCKED,ABLATION,The effect is dominated by source-side halo-shape/concentration information.,c200-only raw recovered=0.777720; primary raw recovered=0.773245,outputs/paperII_D5/paperII_D6_claim_source_lock.csv,cb2d7bf1b6d03a59dd65788352c3c3250565e6e0d414fa44f29060bd8180c117,,,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_v1_candidate,Paper_II,v0.4.1,P2.D6.04,P2.D6.04::outputs/paperII_D5/paperII_D6_claim_source_lock.csv,SOURCE_LOCKED,GUARDRAIL,Do not claim exact archive or oracle recovery.,primary delta_archive=302.773824; primary total_dchi2=-4302.455768,outputs/paperII_D5/paperII_D6_claim_source_lock.csv,cb2d7bf1b6d03a59dd65788352c3c3250565e6e0d414fa44f29060bd8180c117,GUARDRAIL,,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_v1_candidate,Paper_II,v0.4.1,P2.D6.05,P2.D6.05::outputs/paperII_D5/paperII_D6_claim_source_lock.csv,SOURCE_LOCKED,FINAL_LOCK,D5/D6 is locked for Paper II with guardrails.,PASS_FINAL_D6_LOCK,outputs/paperII_D5/paperII_D6_claim_source_lock.csv,cb2d7bf1b6d03a59dd65788352c3c3250565e6e0d414fa44f29060bd8180c117,GUARDRAIL,,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_v1_candidate,Paper_II,v0.4.1,P2.D7.01,P2.D7.01::outputs/paperII_D7/paperII_D7_claim_source_lock.csv,SOURCE_LOCKED,CAMB_MECHANISM,Face-minus is implemented as a +0.010 ns displacement in CAMB.,ns_base=0.972; ns_face_minus=0.982,outputs/paperII_D7/paperII_D7_claim_source_lock.csv,425eb74413cef4c57b9acc1b3ca1b455e74854486558b33363d45ea9a8634483,,,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_v1_candidate,Paper_II,v0.4.1,P2.D7.02,P2.D7.02::outputs/paperII_D7/paperII_D7_claim_source_lock.csv,SOURCE_LOCKED,SPECTRAL_TILT,Same-background CAMB TT/EE spectra show the expected tilt-like response.,TT_slope=0.008945049168186893; EE_slope=0.009453240659999728,outputs/paperII_D7/paperII_D7_claim_source_lock.csv,425eb74413cef4c57b9acc1b3ca1b455e74854486558b33363d45ea9a8634483,,,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_v1_candidate,Paper_II,v0.4.1,P2.D7.03,P2.D7.03::outputs/paperII_D7/paperII_D7_claim_source_lock.csv,SOURCE_LOCKED,GUARDRAIL,D7 does not replace the full Planck likelihood.,PASS_CAMB_MECHANISM_NOT_FULL_PLANCK_LIKELIHOOD,outputs/paperII_D7/paperII_D7_claim_source_lock.csv,425eb74413cef4c57b9acc1b3ca1b455e74854486558b33363d45ea9a8634483,GUARDRAIL,,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_v1_candidate,Paper_III,v0.4.1,P3.ACT.01,P3.ACT.01::outputs/cmb_paperIII/paperIII_cmb_claim_source_lock.csv,SOURCE_MATCHED,FULL_ACT_DR6_LENSLIKE_DIAGNOSTIC,Direct ACT DR6 lenslike is operational; vanilla late-density mapping catastrophically fails; strict/K-primary face-minus remains close to the ACT baseline after a mild lensing-amplitude scan.,"{""A_vanilla_late_amp1"": {""Sigma_auto_eff"": 1.0, ""amp_PhiPhi"": 1.0, ""case"": ""A_vanilla_late_amp1"", ""chi2_ACT"": 227.5207684179947, ""delta_vs_Kprimary_amp1"": 210.05074773805387, ""delta_vs_Planck_PR4_amp1"": 213.56962815901213, ""delta_vs_reference_BPB_noSigma_27p655"": 199.8657684179947, ""delta_vs_reference_LCDM_native_22p9271"": 204.5936684179947, ""delta_vs_vanilla_amp1"": 0.0, ""description"": ""MAP1782 vanilla cold density, no Weyl amp"", ""kind"": ""special"", ""lnlike"": -113.76038420899737}, ""Kprimary_CMB8_amp"": {""Sigma_auto_eff"": 1.020858484132474, ""amp_PhiPhi"": 1.0421520446252523, ""case"": ""Kprimary_CMB8_amp"", ""chi2_ACT"": 14.156104008823837, ""delta_vs_Kprimary_amp1"": -3.313916671116999, ""delta_vs_Planck_PR4_amp1"": 0.2049637498412462, ""delta_vs_reference_BPB_noSigma_27p655"": -13.498895991176166, ""delta_vs_reference_LCDM_native_22p9271"": -8.770995991176164, ""delta_vs_vanilla_amp1"": -213.36466440917087, ""description"": ""Face-minus K_primary + CMB8 scalar amp"", ""kind"": ""special"", ""lnlike"": -7.0780520044119175}, ""Kprimary_amp1"": {""Sigma_auto_eff"": 1.0, ""amp_PhiPhi"": 1.0, ""case"": ""Kprimary_amp1"", ""chi2_ACT"": 17.470020679940834, ""delta_vs_Kprimary_amp1"": 0.0, ""delta_vs_Planck_PR4_amp1"": 3.5188804209582454, ""delta_vs_reference_BPB_noSigma_27p655"": -10.184979320059169, ""delta_vs_reference_LCDM_native_22p9271"": -5.457079320059165, ""delta_vs_vanilla_amp1"": -210.05074773805387, ""description"": ""Face-minus K_primary, no Weyl amp"", ""kind"": ""special"", ""lnlike"": -8.735010339970417}, ""Kprimary_scan_best"": {""Sigma_auto_eff"": 1.0212737145349429, ""amp_PhiPhi"": 1.043, ""case"": ""Kprimary_scan"", ""chi2_ACT"": 14.15359945719008, ""description"": ""Face-minus K_primary + scalar Weyl-auto amplitude scan"", ""kind"": ""scan"", ""lnlike"": -7.076799728595041}, ""Planck_PR4_amp1"": {""Sigma_auto_eff"": 1.0, ""amp_PhiPhi"": 1.0, ""case"": ""Planck_PR4_amp1"", ""chi2_ACT"": 13.951140258982589, ""delta_vs_Kprimary_amp1"": -3.5188804209582454, ""delta_vs_Planck_PR4_amp1"": 0.0, ""delta_vs_reference_BPB_noSigma_27p655"": -13.703859741017412, ""delta_vs_reference_LCDM_native_22p9271"": -8.97595974101741, ""delta_vs_vanilla_amp1"": -213.56962815901213, ""description"": ""Planck PR4 sanity, no Weyl amp"", ""kind"": ""special"", ""lnlike"": -6.975570129491294}}",outputs/cmb_paperIII/paperIII_cmb_claim_source_lock.csv,7cc2ee61f15dde1601628cd215e4487a555ac7a2c717b72b05117696b6c4e662,,,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_v1_candidate,Paper_III,v0.4.1,P3.CLAIM.PLANCKLITE.02,P3.CLAIM.PLANCKLITE.02::outputs/cmb_paperIII/paperIII_cmb_claim_source_lock_p3a4b_plancklite02.csv,SOURCE_MATCHED,PLANCK_LITE_FINE_NS_DATA_PRIOR_DECOMPOSITION,"Planck-lite residual penalty of strict face-minus is calibration-normalization driven, not acoustic-shape driven.","{""C_s_surv0_best_chi2_A_prior"": 50.90323934958068, ""C_s_surv0_best_chi2_data_TTTEEE"": 766.8881983998863, ""C_s_surv0_best_chi2_total"": 817.7914377494669, ""C_s_surv0_best_ns"": 0.976, ""Planck_PR4_best_chi2_A_prior"": 19.372628377692877, ""Planck_PR4_best_chi2_data_TTTEEE"": 771.9422311205933, ""Planck_PR4_best_chi2_total"": 791.3148594982862, ""Planck_PR4_best_ns"": 0.97, ""delta_A_planck_prior"": 31.530610971887803, ""delta_data_TTTEEE"": -5.054032720707028, ""delta_total"": 26.47657825118074}",outputs/cmb_paperIII/paperIII_cmb_claim_source_lock_p3a4b_plancklite02.csv,3e2ed84fa9a1524f24285f3f0930f943520bb172c0f92c4c153d840d2168c3b4,GUARDRAIL,,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
BPB_MBE_HAL_v1_candidate,Paper_III,v0.4.1,P3.JOINTLENS.01,P3.JOINTLENS.01::outputs/cmb_paperIII/paperIII_cmb_claim_source_lock.csv,SOURCE_MATCHED,JOINT_ACT_PLANCK_LENSING_SCALAR_AMP_DIAGNOSTIC,A common positive scalar Weyl-auto/lensing amplitude gives a low-penalty diagnostic closure of ACT DR6 lensing and Planck lensing.,"{""act_best"": {""Sigma_eff"": 1.0212737145349429, ""amp_phi"": 1.043, ""chi2_ACT"": 14.15359945719008, ""chi2_Planck_lensing"": 10.198317000740625, ""chi2_joint"": 24.351916457930702}, ""joint_best"": null, ""joint_scalar_penalty"": null, ""planck_best"": null, ""separate_min_sum"": null}",outputs/cmb_paperIII/paperIII_cmb_claim_source_lock.csv,7cc2ee61f15dde1601628cd215e4487a555ac7a2c717b72b05117696b6c4e662,,,embedded release_index/00_CLAIMS_INDEX.csv from paperV_early_galaxies_v0_3_2_source_ONLY.zip
